date_utc,block_time_utc,height_guess,used_height,pool_len,uluna,uusd,lunc,ustc,lcd_used,error
2022-08-07T00:00:00Z,,8774771,8774771,31,12343450995837.282802600100090655,140553823733.976979993952002308,12343450.995837282,140553.82373397698,https://terra-classic-lcd.publicnode.com,
2022-08-14T00:00:00Z,,8875571,8875571,31,12572251335109.004826191072369578,170172285619.321424027965472718,12572251.335109005,170172.28561932142,https://terra-classic-lcd.publicnode.com,
2022-08-21T00:00:00Z,,8976371,8976371,31,12753057555252.044872113052594142,191332662178.959939550803426305,12753057.555252045,191332.66217895993,https://terra-classic-lcd.publicnode.com,
2022-08-28T00:00:00Z,,9077171,9077171,31,13047822594075.800373571887870012,209893637870.161966013417823724,13047822.5940758,209893.63787016197,https://terra-classic-lcd.publicnode.com,
2022-09-04T00:00:00Z,,9177971,9177971,31,15123947052975.730395530093411950,231913232347.370998060440723417,15123947.052975731,231913.232347371,https://terra-classic-lcd.publicnode.com,
2022-09-11T00:00:00Z,,9278771,9278771,31,16787575846465.764234319047871697,259722999562.896506465735198973,16787575.846465763,259722.99956289653,https://terra-classic-lcd.publicnode.com,
2022-09-18T00:00:00Z,,9379571,9379571,31,18115181203233.251027933173111586,288774261175.527274405396251587,18115181.20323325,288774.2611755273,https://terra-classic-lcd.publicnode.com,
2022-09-25T00:00:00Z,,9480371,9480371,31,23631470295036.089198724869664178,329184306172.499702801913283455,23631470.29503609,329184.30617249967,https://terra-classic-lcd.publicnode.com,
2022-10-02T00:00:00Z,,9581171,9581171,32,249741699424948.713683321375617915,648073784798.115743013769670988,249741699.42494872,648073.7847981157,https://terra-classic-lcd.publicnode.com,
2022-10-09T00:00:00Z,,9681971,9681971,32,315088691072980.089683550185147345,939062418058.076320718211606629,315088691.07298005,939062.4180580763,https://terra-classic-lcd.publicnode.com,
2022-10-16T00:00:00Z,,9782771,9782771,32,376129377650491.895352244684872536,1337929605149.629193979667433876,376129377.6504919,1337929.605149629,https://terra-classic-lcd.publicnode.com,
2022-10-23T00:00:00Z,,9883571,9883571,32,430748125475514.575118322020903254,1547814836339.889111429500165038,430748125.4755146,1547814.836339889,https://terra-classic-lcd.publicnode.com,
2022-10-30T00:00:00Z,,9984371,9984371,32,712859996498342.692030974340101970,1621966151605.114177536717289718,712859996.4983428,1621966.1516051143,https://terra-classic-lcd.publicnode.com,
2022-11-06T00:00:00Z,,10085171,10085171,32,936710443225000.047215205594166432,1732663590830.163723556110752258,936710443.225,1732663.5908301638,https://terra-classic-lcd.publicnode.com,
2022-11-13T00:00:00Z,,10185971,10185971,32,1041801562075396.353329290854622033,256416700973.075299517864892610,1041801562.0753964,256416.7009730753,https://terra-classic-lcd.publicnode.com,
2022-11-20T00:00:00Z,,10286771,10286771,32,1219611198592301.948579203861648846,431831029245.173164190031513992,1219611198.592302,431831.02924517315,https://terra-classic-lcd.publicnode.com,
2022-11-27T00:00:00Z,,10387571,10387571,32,1299164722926447.637718484749452697,513729879841.314645448724544508,1299164722.9264479,513729.8798413146,https://terra-classic-lcd.publicnode.com,
2022-12-04T00:00:00Z,,10488371,10488371,32,2019414269488555.077288999286009910,606964949557.622594240366753440,2019414269.488555,606964.9495576225,https://terra-classic-lcd.publicnode.com,
2022-12-11T00:00:00Z,,10589171,10589171,32,2069535465862748.917482528450119772,668346288852.778694530444739059,2069535465.862749,668346.2888527787,https://terra-classic-lcd.publicnode.com,
2022-12-18T00:00:00Z,,10689971,10689971,32,1410779708905995.026698343700936630,749656237196.698485263338816938,1410779708.905995,749656.2371966984,https://terra-classic-lcd.publicnode.com,
2022-12-25T00:00:00Z,,10790771,10790771,32,1640383930560332.353218183018891631,808968824833.613957294468431726,1640383930.5603323,808968.824833614,https://terra-classic-lcd.publicnode.com,
2023-01-01T00:00:00Z,,10891571,10891571,32,1875724965181429.194804952671649219,991922977832.981735559342622024,1875724965.1814291,991922.9778329817,https://terra-classic-lcd.publicnode.com,
2023-01-08T00:00:00Z,,10992371,10992371,32,1031591735724797.957263547716949175,1054654610946.921350005276129769,1031591735.724798,1054654.6109469214,https://terra-classic-lcd.publicnode.com,
2023-01-15T00:00:00Z,,11093171,11093171,32,1078700162357870.676762564730718432,1119919368427.464211588645962924,1078700162.3578706,1119919.368427464,https://terra-classic-lcd.publicnode.com,
2023-01-22T00:00:00Z,,11193971,11193971,32,1109718950572919.322852940548684478,1259881414888.802439460216734780,1109718950.5729194,1259881.4148888025,https://terra-classic-lcd.publicnode.com,
2023-01-29T00:00:00Z,,11294771,11294771,32,1135536402670775.000353651287166265,1322824535687.834751819404499772,1135536402.670775,1322824.5356878347,https://terra-classic-lcd.publicnode.com,
2023-02-05T00:00:00Z,,11395571,11395571,32,1165599019952345.328634248743775005,1501504449002.370662589811648891,1165599019.9523451,1501504.4490023707,https://terra-classic-lcd.publicnode.com,
